titulo,ubicacion,link,descripcion_ampliada,tipo_vivienda,precio,habitaciones,baños,superficie_construida,superficie_util,metros,lat,lon,piso,casa,atico,estudio,apartamento,duplex,chalet,finca,loft,conservacion,precio_m2,distrito
Piso en calle de la Esfinge,Canillejas,https://www.pisos.com/comprar/piso-san_blas_canillejas28022-53411978849_100500/,"VOHome Propiedades vende estupendo piso en urbanización cerrada.
Se sitúa en una 2ª planta con ascensor, Inmueble muy luminoso de tres habitaciones de gran tamaño con armarios empotrados, amplio salón que cuenta con un gran ventanal con persiana eléctrica y toldo, dos baños completos uno de ellos en suite con bañera de hidromasaje.
Suelos de tarima, paredes lisas y hall de entrada con un magnifico armario.
Dispone de calefacción individual de gas natural y aire acondicionado en toda la casa por conducto . Cocina amplia totalmente independiente amueblada con tendedero.
Excelente estado con suelos de tarima y paredes lisas.

Urbanización cerrada con piscina comunitaria con vestuario, zona infantil, sala de reuniones y conserje.
Plaza de garaje muy amplia en la misma finca y trastero incluidos en el precio.

Rodeado de todo tipo de comercios, supermercados, autobuses y metro a pocos minutos del inmueble.
La zona goza de una comunicación excelente como la línea 5 de metro con su estación Canillejas, diferentes líneas de autobús e intercambiador de autobuses interurbanos a todo el Corredor de Henares.
Cómoda salida a la A2 y M40 con el Aeropuerto Madrid Barajas 5 minutos incluso con autobús directo y Avenida América a 10 minutos, Podremos encontrar todo tipo de comercios, centro de salud y colegios.
A escasos minutos se podrá disfrutar del parque Juan Carlos I, uno de los más grandes de la ciudad, el parque El capricho o La Quinta de Los Molinos.
El barrio de Canillejas pertenece al distrito de San Blas-Canillejas
Está bordeado, al norte, por la avenida de América; al este, por la calle de Mequinenza y las cocheras del ferrocarril metropolitano; al sur, por la calle de La Ilíada; y, al oeste, por la avenida de Canillejas a Vicálvaro.
Por el barrio discurre el tramo final de la calle de Alcalá. El parque de Canillejas sirve de pulmón para la zona.

Le informamos que contamos con servicios propios y externalizados, como los de reformas y decoración, los que realizarán sus presupuestos sin compromiso.
Al igual que ponemos a su entera disposición nuestro departamento financiero

No dude en llamarnos, puede contactarnos si lo prefiere, en nuestra oficina de la calle Boltaña 64 o al teléfono 917 418 240.
Le atenderemos con mucho gusto",Piso,530000.0,3.0,2.0,128.0,112.0,128.0,40.4411587,-3.6079705,True,False,False,False,False,False,False,False,False,En buen estado,4140.0,San Blas
Apartamento en calle del Salitre,Embajadores-Lavapiés,https://www.pisos.com/comprar/apartamento-centro_embajadores_lavapies28012-51716399623_994867/,"¡Oportunidad única en el corazón de Madrid! Presentamos este aparatmento de 29 m², ideal para quienes buscan un proyecto de reforma personalizable. Situado en la vibrante zona de Lavapiés, este inmueble exterior ofrece un dormitorio y un baño, perfecto para solteros o parejas que deseen vivir en una de las áreas más dinámicas de la ciudad. A tan solo 5 minutos a pie de la estación de metro Lavapiés, contarás con excelentes conexiones de transporte, incluyendo varias paradas de autobús y la estación de tren Embajadores.

La ubicación es inmejorable: rodeado de cultura y servicios, estarás a un paso del Museo Nacional del Prado y del Museo Nacional Centro de Arte Reina Sofía. Además, tendrás a tu disposición supermercados, bancos, farmacias y centros deportivos, así como la Universidad Oberta de Catalunya. Aunque el piso requiere una reforma completa, su potencial es ilimitado. Con ascensor y situado en un bajo, es una opción accesible y práctica. No dejes pasar esta oportunidad de crear el hogar de tus sueños en una de las zonas más emblemáticas de Madrid.",Apartamento,176000.0,1.0,1.0,29.0,29.0,29.0,40.4095177,-3.6983871,False,False,False,False,True,False,False,False,False,A reformar,6068.0,Centro
"Piso en calle de Monteleón, 19",Universidad-Malasaña,https://www.pisos.com/comprar/piso-universidad_malasana28004-51748571766_994129/,"Vive en la frontera de Universidad-Malasaña y Trafalgar-Chamberí.

REMAX-ALPHA le ofrece esta estupenda vivienda totalmente equipada y amueblada de 101m2 lista para entrar a vivir.

La vivienda se distribuye en hall de acceso que da a un amplio salón -cocina, isla para cocinar que crea un ambiente de calidad y hogareño, totalmente equipada con electrodomésticos premium, amplio salón con 2 ventanales a la calle, pasillo que redistribuye a la zona de descanso, cuarto de baño de cortesía, 1 dormitorio con ventanas a patio de luces y armarios empotrados, 1 dormitorio principal en cuarto de baño en suite con calidad y acabado de lujo. Calefacción individual de gas natural, aire acondicionado frío y calor, ventanas PVC oscilobatientes y acristalamiento climalit aislaglass, tarima, muebles de diseño. Finca señorial modernista de 1900 con ITE favorable, ascensor.

Esta vivienda es ideal para jóvenes profesionales, parejas, inversores o quienes buscan sumergirse en una zona llena de vida y tradición. Zona comercial y muy bien comunicada, amplias líneas de EMT y línea de metro San Bernardo línea 2 y 4 y Bilbao línea 1 y 4.
La vivienda se encuentra ubicada en la mejor zona del barrio de Trafalgar, un barrio con mucha historia en una ubicación privilegiada que está delimitado por las calles Santa Engracia al este, Bravo Murillo al oeste, José Abascal al norte y Carranza y Sagasta al sur. Este tradicional entorno ofrece la tranquilidad de un barrio residencial completamente consolidado, con la cercanía de zonas con la mayor y más dinámica de las actividades comerciales. A tan solo 5 minutos de la Plaza de Olavide, la Plaza de Chamberí o la calle de Fuencarral, con sus zonas de ocio en las que se desarrollan diversas actividades culturales, y de ocio contrasta con la calle donde se ubica el inmueble, que dispone de una privilegiada tranquilidad, un remanso de paz dentro de la ajetreada actividad del centro de Madrid.",Piso,930000.0,2.0,2.0,101.0,91.0,101.0,40.429104,-3.7048678,True,False,False,False,False,False,False,False,False,Reformado,9207.0,Centro
Ático en calle de Yocasta,Rejas,https://www.pisos.com/comprar/atico-rejas28022-51751447948_100500/,"VOhome Propiedades pone a la venta exclusivo Ático de 4 habitaciones y 154m2 construidos.

Se sitúa en una 4ª planta, cabe destacar la gran cantidad de luz natural de la vivienda. Accedemos a la misma por amplio hall de entrada que separa la zona de habitaciones de la zona de cocina y salón/comedor. Consta de una amplia terraza de más de 65m2 a la que se accede a través de una amplia cocina y desde el salón/ comedor provisto de amplios ventanales que aporta mucha luz natural. La habitación principal tiene un amplio armario empotrado con baño en suite y acceso a una terraza de unos 10m2 en forma de L, rodeando la estancia. Una de las 3 habitaciones restantes tiene acceso a otra terraza alargada de unos 8 m2. El segundo baño es independiente y tiene ventana. Suelos de parquet, ventanas de climalit, preinstalación de aire acondicionado por conducto, gas natural individual. El precio incluye plaza de garaje y trastero. la urbanización consta de conserje, piscina, zona ajardinada, gimnasio y sala de reuniones.

Ubicación:
El barrio de las Rejas - Plenilunio, se encuentra situado en el distrito de San Blas – Canillejas

En la actualidad, Plenilunio, en el barrio de Rejas, es el epicentro de un complejo comercial-empresarial-social, estando totalmente rodeado de grandes empresas (Centro Comercial Plenilunio, Bauhaus, Makro, Leroy Merlin, Vodafone, Altran, Carrefour, Bimbo, Pallex, Aldi, etc)
Además de hoteles orientados a los negocios (Axor,New Boston,Hilton.)

La ampliación del Estadio Metropolitano dará lugar a un espacio singular que supondrá el impulso definitivo a la zona Este de la capital, convirtiéndose, además, en uno de los proyectos de referencia de la transformación del Área Metropolitana de Madrid en los próximos años y en uno de los principales reclamos deportivos y de ocio de España.

Zonas residenciales destinadas a alquiler vacacional, y a viviendas habituales y centros de ocio. Encontramos también en sus proximidades, el Parque Juan Carlos I, el Parque El Capricho, la Clínica Navarra o la Quinta de los Molinos.

Todo ello por supuesto sin contar con su cercanía al aeropuerto Madrid-Barajas, el centro de negocios IFEMA, la terminal de carga de mercancías aeroportuarias, o el puerto seco CTC de Coslada.

Se encuentra enmarcada entre algunas de las principales arterias de Madrid, como la M-40 y la NII.
Asimismo, está bien comunicado con línea de autobús y búho. Próximo a Sede Vodafone España, Sede Santander, Clínica Navarra y Centro de negocios nudo de Eisenhower.

Tres líneas de autobuses e interurbanos.

Contacta con VOhome propiedades para solicitar una visita o información sobre cualquiera de nuestros inmuebles y servicios.
No dudes en llamarnos, puedes contactarnos si lo prefieres, en nuestro local de la calle Boltaña Nº 64, o al 917 418 240. Te atenderemos con mucho gusto.
VOhome propiedades, somos tu inmobiliaria en Madrid,",Ático,725000.0,4.0,2.0,154.0,129.0,154.0,40.4446441,-3.5927182,False,False,False,False,False,False,False,False,False,En buen estado,4707.0,San Blas
Piso en calle de San Vicente Ferrer,Universidad-Malasaña,https://www.pisos.com/comprar/piso-universidad_malasana28015-53385760390_100500/,"¡EXCELENTE PISO EN EL CENTRO DE MADRID!

La Casa Agency pone a su disposición excelente piso en bohemio barrio de Malasaña, en el centro de Madrid.

Este piso de 76 metros cuadrados, consta de un amplio salón con balcón, dos dormitorios, cocina independiente y baño completo.
El piso se caracteriza por sus detalles de estilo, como los suelos de parquet, techos altos y amplias ventanas que permiten la entrada de luz natural.

La ubicación céntrica es excelente, rodeado de tiendas de moda, bares, restaurantes y espacios culturales, lo que le brinda una conexión única con el ambiente creativo y dinámico de la zona.
Además, está bien comunicado por transporte público, lo que facilita el acceso a otros puntos de la ciudad.

Es el lugar perfecto para aquellos que buscan vivir en el corazón de Madrid, con un toque de autenticidad y estilo moderno.

¡No pierdas esta oportunidad y llámanos para visitarlo!",Piso,435000.0,2.0,1.0,76.0,71.0,76.0,40.4261913,-3.707579,True,False,False,False,False,False,False,False,False,En buen estado,5723.0,Centro
Piso en calle de San Mateo,Justicia-Chueca,https://www.pisos.com/comprar/piso-justicia_chueca28004-52559115758_511891/,"KEYOK Inmobiliaria presenta en exclusiva esta distinguida propiedad Junto a la plaza de Barceló y la calle Fuencarral, situada en un bonito edificio con portal representativo. Cuenta con mucha luminosidad proporcionada por sus amplias ventanas en todas las estancias y sus tres grandes balcones a la calle.

Se distribuye en amplio salón, cinco habitaciones, dos baños, un aseo, un pequeño trastero y pasillo distribuidor. La vivienda cuenta, además, de un amplio trastero en la azotea del edificio con acceso por ascensor.

La propiedad está bien mantenida, para actualizar o reformar optimizando su superficie mediante una redistribución de las estancias, tiene suelos de madera noble en toda la vivienda salvo en baños y cocina, techos de 3,30 m. de altura y calefacción individual por gas natural.

Perfectamente ubicada y comunicada, junto a la estación de metro de Tribunal, con numerosas líneas de autobús próximas y estación de Bicimad, la zona cuenta con una amplísima oferta comercial, cultural y de restauración, hay un Mercadona a 100 m. y numerosos comercios de todo tipo, además del famoso mercado de Barceló. También existe una amplia oferta educativa de calidad en sus alrededores, con colegios e institutos para todo los niveles.

No deje pasar esta oportunidad de vivir en una de las mejores zonas del centro de Madrid, solicite una visita con uno de nuestros asesores para conocer el inmueble en persona.",Piso,1600000.0,5.0,3.0,189.0,165.0,189.0,40.4250336,-3.7003128,True,False,False,False,False,False,False,False,False,En buen estado,8465.0,Centro
Dúplex en calle de Hortaleza,Justicia-Chueca,https://www.pisos.com/comprar/duplex-justicia_chueca28004-53338364844_527800/,"Situado a escasos metros de gran vía, totalmente exterior con un balcón, en una primera planta con ascensor. La vivienda se encuentra amueblada, equipada y lista para recibir a sus nuevos propietarios, sin necesidad de tener que realizar ningún tipo de reforma. Además, dispone de aire acondicionado por conductos (frio/calor).

En la planta baja, totalmente diáfana, encontramos el primer balcón en un amplio salón-comedor con cocina americana.

En la planta superior se encuentran tres habitaciones cada una de ellas con baño en suite.

Sus gastos son ínfimos: comunidad de propietarios 20€ aprox., i.b.i 209€ aprox., i.t.e favorable hasta 2030.

La zona cuenta con una gran demanda, siendo una opción excelente para invertir dada su inmejorable localización, además de todo tipo de comercios y restauración a su alcance.

No pierda esta gran oportunidad de inversión y contactenos para ampliar información o agendar directamente su visita sin ningún tipo de compromiso.



La información contenida en este anuncio no tiene carácter contractual, ni vinculante. En el precio de venta expuesto no se hayan incluidos los gastos de formalización de la compraventa, ni otros tributos y gastos que pudieran existir, como tampoco están incluidos los honorarios por intermediación que se le derivarán al comprador.",Dúplex,369000.0,3.0,3.0,46.0,46.0,46.0,40.4205955,-3.7007767,False,False,False,False,False,False,False,False,False,Reformado,8021.0,Centro
Piso en Paseo de las Delicias,Delicias,https://www.pisos.com/comprar/piso-arganzuela_delicias-50922673953_100500/,"Amplia vivienda con terraza en ubicación privilegiada – Paseo de las Delicias

Ubicada en el corazón de Madrid, en el prestigioso Paseo de las Delicias, esta espaciosa vivienda de 118 m² ofrece una excelente oportunidad para diseñar tu nueva vivienda.

Situada en una primera planta de un edificio con ascensor, la propiedad destaca por su gran terraza de 25 m², ideal para disfrutar de un espacio al aire libre.

Actualmente acondicionada como oficina, la distribución es versátil y permite múltiples opciones de reforma. Dispone de cuatro dormitorios, dos baños, una amplia zona de estar y un pasillo con armarios empotrados de gran capacidad. Además, cuenta con calefacción central de gas natural y aire acondicionado por conductos, asegurando confort en todas las estaciones del año.

Su ubicación inmejorable en el centro de Madrid ofrece una excelente conexión con transporte público, además de una amplia oferta de comercios, restaurantes y servicios a pocos pasos.

Si buscas una vivienda con gran potencial en una de las zonas más demandadas de Madrid, ¡ponte en contacto con nosotros!",Piso,630000.0,4.0,2.0,118.0,155.36831477732792,118.0,40.3952937,-3.6943594,True,False,False,False,False,False,False,False,False,En buen estado,5338.0,Arganzuela
Piso en Embajadores-Lavapiés,Embajadores-Lavapiés,https://www.pisos.com/comprar/piso-centro_embajadores_lavapies28012-52509738541_100200/,"C/ Sombrerería: Piso de 110m2, distribuidos en salón y comedor con dos balcones, aseo y baño, 3 habitaciones y cocina equipada. Es un primer piso con ascensor.
Contacta con nosotros sin ningún tipo de compromiso y concierta una cita en la que además de conocer la vivienda te informará sobre las condiciones de financiación actuales, uno de nuestros asesores financieros de KÍRON",Piso,480000.0,3.0,2.0,110.0,155.36831477732792,110.0,40.4078027,-3.6989619,True,False,False,False,False,False,False,False,False,En buen estado,4363.0,Centro
Piso en Arcos,Arcos,https://www.pisos.com/comprar/piso-arcos28032-53397418270_100200/,"Calle Toscana; 146m2 distribuido en tres dormitorios, dos baños, plaza de garaje, salón, cocina y tendedero. Piso reformado en urbanización.",Piso,440000.0,3.0,2.0,134.0,155.36831477732792,134.0,40.4176057,-3.6155692,True,False,False,False,False,False,False,False,False,Reformado,3283.0,San Blas
Piso en calle del Pretil de Los Consejos,Palacio,https://www.pisos.com/comprar/piso-centro_palacio28005-51737293368_993362/,"Esta excepcional vivienda, completamente reformada con materiales y acabados de alta calidad, ofrece una superficie construida de 89 m². Actualmente se distribuye en un amplio dormitorio con armarios empotrados de gran capacidad, una moderna cocina americana que conecta de manera armoniosa con el salón, creando un espacio único y funcional, y un baño completo equipado con un plato de ducha efecto lluvia que garantiza confort y estilo.

La vivienda está diseñada para ofrecer el máximo confort, contando con suelos de tarima de madera, ventanas de PVC con doble acristalamiento y rotura de puente térmico, calefacción central con contadores individualizados, aire acondicionado con bomba de frío y calor, y un termo de alta resistencia y bajo consumo para el agua caliente. La puerta de acceso blindada y los acabados de alta calidad completan este hogar pensado para satisfacer las exigencias más altas.

El edificio, considerado uno de los más representativos de la zona, dispone de portero físico, ascensor y accesos adaptados para personas con movilidad reducida, asegurando comodidad y seguridad para todos sus residentes.

Ubicado en una de las zonas más exclusivas de Madrid, esta propiedad se encuentra a pocos minutos de la Catedral de la Almudena, palacio Real de Madrid y de importantes vías de comunicación como la M-30, la A-5, la Calle Segovia o la Calle Mayor entre otras vías destacables. La conexión con el transporte público es excelente, con paradas de autobús cercanas (líneas 3, 148 y M3) y estaciones de metro como Ópera y Tirso de Molina a pocos pasos.

Esta vivienda no solo destaca por su ubicación estratégica y su cuidada reforma, sino también por ser una oportunidad única para disfrutar de un entorno privilegiado en el corazón de Madrid.

Grupo Mejocasa, somos un equipo dedicado a ofrecer el mejor servicio inmobiliario en toda la Comunidad de Madrid. Contamos con cuatro oficinas estratégicamente ubicadas en los barrios de Chamberí-centro, Ciudad Lineal-Salamanca, Hortaleza-Las Tablas y Canillejas-Vicálvaro, lo que nos permite tener un amplio alcance y conocimiento del mercado en todas las zonas de la ciudad.

Nos enorgullece ofrecer un servicio integral, gracias a nuestro Método de trabajo que abarca todos los aspectos necesarios para una experiencia inmobiliaria satisfactoria. No solo nos especializamos en la compra y venta de propiedades, sino que también brindamos asesoramiento completo para que nuestros clientes tomen decisiones informadas y seguras.",Piso,640000.0,2.0,2.0,89.0,75.0,89.0,40.4143119,-3.7127407,True,False,False,False,False,False,False,False,False,Reformado,7191.0,Centro
"Piso en calle Arte Figurativo Con Avenida Gran Vía del Sureste, S/N",Ensanche de Vallecas-Valdecarros,https://www.pisos.com/comprar/piso-ensanche_de_vallecas_valdecarros28051-5146494345_109700/,"P1 1B. Piso en un inmueble de obra nueva de 109 m2 de superficie construida y situado en la zona de Madrid Capital. Está estructurado en 3 habitaciones, 2 baños completos y terraza de 15.15 m2. Aporta como extras ascensor, garaje y trastero.",Piso,499900.0,3.0,2.0,109.0,155.36831477732792,109.0,40.3613728,-3.5900412,True,False,False,False,False,False,False,False,False,A estrenar,4586.0,Villa de Vallecas
Piso en calle de la Colegiata,Embajadores-Lavapiés,https://www.pisos.com/comprar/piso-centro_embajadores_lavapies28012-50919958974_511891/,"Junto a la plaza de Tirso de Molina y muy cerca de la Plaza Mayor, se encuentra esta exclusiva propiedad, situada en un elegante edificio con portal representativo. Cuenta con un amplísimo salón de unos 80 m2 con cocina abierta y dos grandes ventanas a la calle Colegiata, cuatro dormitorios y dos cuartos de baño.

Reformada hace pocos años con altas calidades, tiene suelos de parquet en toda la vivienda salvo en baños y cocina, aire acondicionado con aparatos de última generación y alta eficiencia energética (2 en salón), paredes lisas, ventanas de aluminio con rotura de puente térmico, puerta de acceso acorazada, cocina completamente equipada con muebles y electrodomésticos de alta gama.

Perfectamente ubicada y comunicada, junto a la estación de metro, con numerosas líneas de autobús próximas y estación de Bicimad, la zona cuenta con una amplísima oferta comercial, cultural y de restauración, próximo a la Plaza Mayor y sus famosos mesones, mercado de San Miguel, la Plaza de Cascorro y El Rastro, la Plaza de la Cebada y su magnífico mercado, la Cava Baja, calle Toledo, calle Segovia, etc. También existe una amplia oferta educativa de calidad en sus alrededores, con colegios e institutos para todo los niveles.

No deje pasar esta oportunidad de convertirse en el privilegiado propietario de esta amplia, cómoda y tranquila vivienda situada en el mismo corazón de la ciudad y de vivir el centro de Madrid caminando desde su nueva casa, solicite una visita a este maravilloso inmueble con uno de nuestro asesores y siéntalo en persona.",Piso,1000000.0,4.0,2.0,192.0,179.0,192.0,40.4129747,-3.7059398,True,False,False,False,False,False,False,False,False,En buen estado,5208.0,Centro
Piso en calle de Santa Aurea,Puerta del Ángel,https://www.pisos.com/comprar/piso-puerta_del_angel-48387799865_100500/,"¡Oportunidad única!

La Casa Agency pone a su disposición, vivienda EXTERIOR con ASCENSOR, lista para entrar a vivir.

Se vende acogedora vivienda ideal para parejas o solteros.

Dispone de un salón espacioso, dormitorio luminoso con armarios empotrados, cocina independiente equipada, con un práctico tendedero y baño completo con bañera. Cuenta calefacción y aire acondicionado por conducto en todas las estancias.

El edificio cuenta con ascensor, lo que facilita el acceso.
Además, incluye una plaza de garaje y un trastero, perfectos para almacenar tus pertenencias y una amplia terraza comunitaria.

Ubicación excelente, cerca de servicios y transportes, metro línea 6, y autobuses al centro de Madrid y Atocha.

¡No dejes pasar esta oportunidad!",Piso,310000.0,1.0,1.0,100.0,51.0,100.0,40.4066927,-3.734773,True,False,False,False,False,False,False,False,False,En buen estado,3100.0,Latina
Piso en calle de Gómez de Avellaneda,Pueblo Nuevo,https://www.pisos.com/comprar/piso-ciudad_lineal_pueblo_nuevo28017-51712237445_100200/,"Tecnocasa pueblo nuevo vende piso.
Piso exclusivo en la calle gómez de avellaneda a escasos metros de la calle alcalá.

La vivienda que tenemos en venta se encuentra en una planta alta, consta de 50 metros y dispone de dos dormitorios, salón, cocina y baño.

-el edificio cuenta con ascensor y acceso con rampa.

-el piso cuenta con mucha luz natural y se encuentra en un edificio muy tranquilo.

Ubicación magnifica, a tres minuto del metro de pueblo nuevo y a dos minutos del metro e intercambiador de ciudad lineal.

Buscas viviendas de esta tipología? Acuda a nuestra oficina en la calle gómez de avellaneda nº22 y nuestros asesores le ampliaran la información sobre está u otras viviendas.
Pase su propuesta y aproveche el momento.
En nuestra oficina también le podemos ofrecer asesoramiento financiero y profesional de forma gratuita y ofrecerle los productos financieros más ventajosos para usted del mercado. Zona equipada con todos los servicios; supermercados, comercios, cafeterías, colegios privados y públicos, polideportivo, centros comerciales y zonas verdes. Líneas 5 y 7 de metro. Bus directo a callao, manuel becerra, canillejas, plaza castilla y las rosas. Tecnocasa - ciudad lineal - pueblo nuevo - quintana. Trar.",Piso,220000.0,2.0,1.0,49.0,155.36831477732792,49.0,40.4347407,-3.6404033,True,False,False,False,False,False,False,False,False,En buen estado,4489.0,Ciudad Lineal
Piso en calle de Hernán Cortés,Justicia-Chueca,https://www.pisos.com/comprar/piso-justicia_chueca28004-52533425440_529208/,"Magnífico dúplex en pleno barrio de Tribunal.
Muy coqueto y amplio.
Vivienda totalmente equipada y amueblada. Reformada. Primeras calidades.
Calefacción y aire acondicionado por bomba de calor y ademas radiadores de calor azul.
Gran armario empotrado.
Ventanas Velux en el techo. Muy luminoso y tranquilo.
Estupenda zona, cerca de metro, bus, mercados, a 5 minutos de Gran Vía. Un capricho! . Se entrega recién pintada.",Piso,350000.0,1.0,1.0,65.0,50.0,65.0,40.4235186,-3.7000131,True,False,False,False,False,False,False,False,False,En buen estado,5384.0,Centro
Piso en calle de Jacobinia,Vista Alegre,https://www.pisos.com/comprar/piso-carabanchel_vista_alegre28047-52552672127_100200/,"Agencia inmobiliaria de MADRID zona FATIMA – EUGENIA MONTIJO oficina Tecnocasa vende PISO a escasos metros de la calle Eugenia de Montijo y Avenida Nuestra Señora de Fátima. Cabe destacar la tranquilidad, la consolidación, el buen ambiente que tiene el barrio y la comunicación de la zona a nivel de comercios y de los distintos medios de transporte que hay en la zona. El metro de Eugenia de Montijo (línea 5).
Presentamos este magnífico piso en venta, ubicado en una de las zonas más cotizadas de la ciudad, en la residencial calle de Jacobinia, con ascensor. A tan solo unos minutos de la Avenida de los Poblados y la Calle de Parque Eugenia de Montijo, lo que ofrece una ubicación inmejorable en términos de accesibilidad y servicios.
El inmueble cuenta con 3 amplios dormitorios, uno de ellos actualmente acondicionado como vestidor, lo que permite un aprovechamiento máximo del espacio. El salón es luminoso y espacioso, y se comunica directamente con una moderna cocina americana, equipada con una isla que otorga una sensación de mayor amplitud. Además, dispone de dos baños completos que han sido diseñados con materiales de alta calidad.
La reforma integral de la propiedad, realizada hace solo 3 años, incluyó una renovación completa de la fontanería y la instalación de una iluminación de vanguardia, con molduras y tiras LED en la entrada, pasillo, salón y en la isla de la cocina. En cuanto a la carpintería, se ha instalado un suelo de tarima de madera de roble blanqueado (lamas de 240 cm) y puertas correderas de suelo a techo de madera a juego, todo ello realizado a medida.
La cocina, de estilo americano, ha sido diseñada para optimizar el espacio y aportar luminosidad, con una encimera y un frontal de Neolith que brindan elegancia y durabilidad. La campana extractora está encastrada en la encimera, lo que le otorga un acabado más limpio y moderno. Además, cuenta con vitrocerámica y wok, ideales para los amantes de la cocina.
Los baños también han sido reformados con acabados exclusivos. El baño pequeño cuenta con un plato de ducha con baldosa hidráulica, diseñada a medida, y el baño principal dispone de una bañera exenta con alicatado porcelánico de 1m x 1m, creando un ambiente sofisticado y relajante.
Entre otras mejoras, se ha cambiado la puerta principal, instalando una puerta acorazada que mejora la seguridad de la vivienda. En cuanto a la climatización, el piso está equipado con gas natural individual y aire acondicionado con bomba de frío y calor en el dormitorio principal y el salón, asegurando un confort óptimo durante todo el año.
Este piso destaca por su diseño moderno, acabados de alta gama y su excelente ubicación, convirtiéndolo en una oportunidad única en el mercado. ¡No pierdas la ocasión de visitarlo!",Piso,400000.0,3.0,2.0,94.0,155.36831477732792,94.0,40.3783691,-3.7536163,True,False,False,False,False,False,False,False,False,En buen estado,4255.0,Carabanchel
